eSituation_09,DiagnosisCodeDescr
S60.862,Insect bite (nonvenomous) of left wrist
S60.9,"Unspecified superficial injury of wrist, hand and fingers"
S60.91,Unspecified superficial injury of wrist
S60.912,Unspecified superficial injury of left wrist
S60.919A,"Unspecified superficial injury of unspecified wrist, initial encounter"
S60.92,Unspecified superficial injury of hand
S60.922,Unspecified superficial injury of left hand
S60.93,Unspecified superficial injury of thumb
S60.932,Unspecified superficial injury of left thumb
S60.948,Unspecified superficial injury of other finger
S60.949A,"Unspecified superficial injury of unspecified finger, initial encounter"
S61,"Open wound of wrist, hand and fingers"
S61.002,Unspecified open wound of left thumb without damage to nail
S61.1,Open wound of thumb with damage to nail
S61.111,Laceration without foreign body of right thumb with damage to nail
S61.20,Unspecified open wound of other finger without damage to nail
S61.209A,"Unspecified open wound of unspecified finger without damage to nail, initial encounter"
S61.21,Laceration without foreign body of finger without damage to nail
S61.219,Laceration without foreign body of unspecified finger without damage to nail
S61.220,Laceration with foreign body of right index finger without damage to nail
S61.221,Laceration with foreign body of left index finger without damage to nail
S61.228,Laceration with foreign body of other finger without damage to nail
S61.23,Puncture wound without foreign body of finger without damage to nail
S61.241,Puncture wound with foreign body of left index finger without damage to nail
S61.30,Unspecified open wound of finger with damage to nail
S61.31,Laceration without foreign body of finger with damage to nail
S61.315,Laceration without foreign body of left ring finger with damage to nail
S61.318,Laceration without foreign body of other finger with damage to nail
S61.324,Laceration with foreign body of right ring finger with damage to nail
S61.34,Puncture wound with foreign body of finger with damage to nail
S61.4,Open wound of hand
S61.40,Unspecified open wound of hand
S61.409A,"Unspecified open wound of unspecified hand, initial encounter"
S61.409S,"Unspecified open wound of unspecified hand, sequela"
S61.41,Laceration without foreign body of hand
S61.411,Laceration without foreign body of right hand
S61.412,Laceration without foreign body of left hand
S61.419,Laceration without foreign body of unspecified hand
S61.419A,"Laceration without foreign body of unspecified hand, initial encounter"
S61.42,Laceration with foreign body of hand
S61.422,Laceration with foreign body of left hand
S61.431A,"Puncture wound without foreign body of right hand, initial encounter"
S61.432A,"Puncture wound without foreign body of left hand, initial encounter"
S61.44,Puncture wound with foreign body of hand
S61.441,Puncture wound with foreign body of right hand
S61.442,Puncture wound with foreign body of left hand
S61.449,Puncture wound with foreign body of unspecified hand
S61.45,Open bite of hand
S61.451,Open bite of right hand
S61.452,Open bite of left hand
S61.5,Open wound of wrist
S61.50,Unspecified open wound of wrist
S61.501,Unspecified open wound of right wrist
S61.51,Laceration without foreign body of wrist
S61.511,Laceration without foreign body of right wrist
S61.511A,"Laceration without foreign body of right wrist, initial encounter"
S61.512,Laceration without foreign body of left wrist
S61.512A,"Laceration without foreign body of left wrist, initial encounter"
S61.52,Laceration with foreign body of wrist
S61.521,Laceration with foreign body of right wrist
S61.522,Laceration with foreign body of left wrist
S61.529,Laceration with foreign body of unspecified wrist
S61.551,Open bite of right wrist
S62,Fracture at wrist and hand level
S62.032,Displaced fracture of proximal third of navicular [scaphoid] bone of left wrist
S62.101,"Fracture of unspecified carpal bone, right wrist"
S62.101A,"Fracture of unspecified carpal bone, right wrist, initial encounter for closed fracture"
S62.102A,"Fracture of unspecified carpal bone, left wrist, initial encounter for closed fracture"
S62.141,"Displaced fracture of body of hamate [unciform] bone, right wrist"
S62.3,Fracture of other and unspecified metacarpal bone
S62.310,"Displaced fracture of base of second metacarpal bone, right hand"
S62.609A,"Fracture of unspecified phalanx of unspecified finger, initial encounter for closed fracture"
S62.620,Displaced fracture of middle phalanx of right index finger
S62.9,Unspecified fracture of wrist and hand
S62.90,Unspecified fracture of unspecified wrist and hand
S62.90XA,"Unspecified fracture of unspecified wrist and hand, initial encounter for closed fracture"
S62.90XB,"Unspecified fracture of unspecified wrist and hand, initial encounter for open fracture"
S62.90XS,"Unspecified fracture of unspecified wrist and hand, sequela"
S62.91,Unspecified fracture of right wrist and hand
S62.92,Unspecified fracture of left wrist and hand
S63,Dislocation and sprain of joints and ligaments at wrist and hand level
S63.094,Other dislocation of right wrist and hand
S63.095,Other dislocation of left wrist and hand
S63.2,Subluxation and dislocation of other finger(s)
S63.293,Dislocation of distal interphalangeal joint of left middle finger
S63.411,Traumatic rupture of collateral ligament of left index finger at metacarpophalangeal and interphalangeal joint
S63.5,Other and unspecified sprain of wrist
S63.50,Unspecified sprain of wrist
S63.51,Sprain of carpal (joint)
S64.21,Injury of radial nerve at wrist and hand level of right arm
S64.494,Injury of digital nerve of right ring finger
S65.019,Laceration of ulnar artery at wrist and hand level of unspecified arm
S65.11,Laceration of radial artery at wrist and hand level
S65.111,Laceration of radial artery at wrist and hand level of right arm
S65.112,Laceration of radial artery at wrist and hand level of left arm
S65.211,Laceration of superficial palmar arch of right hand
S65.312,Laceration of deep palmar arch of left hand
S65.4,Injury of blood vessel of thumb
S65.411,Laceration of blood vessel of right thumb
S65.5,Injury of blood vessel of other and unspecified finger
S65.500,Unspecified injury of blood vessel of right index finger
S65.510,Laceration of blood vessel of right index finger
S65.511,Laceration of blood vessel of left index finger
S65.515,Laceration of blood vessel of left ring finger
S65.519,Laceration of blood vessel of unspecified finger
S65.81,Laceration of other blood vessels at wrist and hand level
S65.811,Laceration of other blood vessels at wrist and hand level of right arm
S65.812,Laceration of other blood vessels at wrist and hand level of left arm
S65.91,Laceration of unspecified blood vessel at wrist and hand level
S65.911,Laceration of unspecified blood vessel at wrist and hand level of right arm
S65.912,Laceration of unspecified blood vessel at wrist and hand level of left arm
S66.129,"Laceration of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level"
S66.321,"Laceration of extensor muscle, fascia and tendon of left index finger at wrist and hand level"
S66.328,"Laceration of extensor muscle, fascia and tendon of other finger at wrist and hand level"
S66.429,"Laceration of intrinsic muscle, fascia and tendon of unspecified thumb at wrist and hand level"
S66.822A,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, left hand, initial encounter"
S66.922,"Laceration of unspecified muscle, fascia and tendon at wrist and hand level, left hand"
S66.929,"Laceration of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand"
S66.992,"Other injury of unspecified muscle, fascia and tendon at wrist and hand level, left hand"
S67.0,Crushing injury of thumb
S67.00,Crushing injury of unspecified thumb
S67.1,Crushing injury of other and unspecified finger(s)
S67.10,Crushing injury of unspecified finger(s)
S67.190,Crushing injury of right index finger
S67.2,Crushing injury of hand
S67.20,Crushing injury of unspecified hand
S67.22XA,"Crushing injury of left hand, initial encounter"
S67.30,Crushing injury of unspecified wrist
S67.40,Crushing injury of unspecified wrist and hand
S67.41,Crushing injury of right wrist and hand
S67.90,"Crushing injury of unspecified part(s) of unspecified wrist, hand and fingers"
S67.92,"Crushing injury of unspecified part(s) of left wrist, hand and fingers"
S68.1,Traumatic metacarpophalangeal amputation of other and unspecified finger
S68.111,Complete traumatic metacarpophalangeal amputation of left index finger
S68.115,Complete traumatic metacarpophalangeal amputation of left ring finger
S68.116,Complete traumatic metacarpophalangeal amputation of right little finger
S68.119,Complete traumatic metacarpophalangeal amputation of unspecified finger
S68.120,Partial traumatic metacarpophalangeal amputation of right index finger
S68.124,Partial traumatic metacarpophalangeal amputation of right ring finger
S68.41,Complete traumatic amputation of hand at wrist level
S68.61,Complete traumatic transphalangeal amputation of other and unspecified finger(s)
S68.611,Complete traumatic transphalangeal amputation of left index finger
S68.622,Partial traumatic transphalangeal amputation of right middle finger
S68.624,Partial traumatic transphalangeal amputation of right ring finger
S68.729D,"Partial traumatic transmetacarpal amputation of unspecified hand, subsequent encounter"
S69.8,"Other specified injuries of wrist, hand and finger(s)"
S69.80,"Other specified injuries of unspecified wrist, hand and finger(s)"
S69.9,"Unspecified injury of wrist, hand and finger(s)"
S69.90,"Unspecified injury of unspecified wrist, hand and finger(s)"
S69.90XA,"Unspecified injury of unspecified wrist, hand and finger(s), initial encounter"
S69.91,"Unspecified injury of right wrist, hand and finger(s)"
S69.91XA,"Unspecified injury of right wrist, hand and finger(s), initial encounter"
S69.92,"Unspecified injury of left wrist, hand and finger(s)"
S69.92XA,"Unspecified injury of left wrist, hand and finger(s), initial encounter"
S70,Superficial injury of hip and thigh
S70.0,Contusion of hip
S70.00,Contusion of unspecified hip
S70.01,Contusion of right hip
S70.02,Contusion of left hip
S70.02XA,"Contusion of left hip, initial encounter"
S70.1,Contusion of thigh
S70.10,Contusion of unspecified thigh
S70.12,Contusion of left thigh
S70.21,Abrasion of hip
S70.211,"Abrasion, right hip"
S70.211A,"Abrasion, right hip, initial encounter"
S70.212,"Abrasion, left hip"
S70.212A,"Abrasion, left hip, initial encounter"
S70.219,"Abrasion, unspecified hip"
S70.31,Abrasion of thigh
S70.311,"Abrasion, right thigh"
S70.311A,"Abrasion, right thigh, initial encounter"
S70.312A,"Abrasion, left thigh, initial encounter"
S70.319,"Abrasion, unspecified thigh"
S70.361,"Insect bite (nonvenomous), right thigh"
S70.362,"Insect bite (nonvenomous), left thigh"
S70.37,Other superficial bite of thigh
S70.9,Unspecified superficial injury of hip and thigh
S70.919S,"Unspecified superficial injury of unspecified hip, sequela"
S71,Open wound of hip and thigh
S71.0,Open wound of hip
S71.00,Unspecified open wound of hip
S71.009A,"Unspecified open wound, unspecified hip, initial encounter"
S71.01,Laceration without foreign body of hip
S71.011,"Laceration without foreign body, right hip"
S71.1,Open wound of thigh
S71.10,Unspecified open wound of thigh
S71.101,"Unspecified open wound, right thigh"
S71.109,"Unspecified open wound, unspecified thigh"
S71.109A,"Unspecified open wound, unspecified thigh, initial encounter"
S71.109S,"Unspecified open wound, unspecified thigh, sequela"
S71.11,Laceration without foreign body of thigh
S71.112,"Laceration without foreign body, left thigh"
S71.119,"Laceration without foreign body, unspecified thigh"
S71.119A,"Laceration without foreign body, unspecified thigh, initial encounter"
S71.121,"Laceration with foreign body, right thigh"
S71.121A,"Laceration with foreign body, right thigh, initial encounter"
S71.122A,"Laceration with foreign body, left thigh, initial encounter"
