eSituation_11,DiagnosisCodeDescr
S51.819,Laceration without foreign body of unspecified forearm
S51.819A,"Laceration without foreign body of unspecified forearm, initial encounter"
S51.821A,"Laceration with foreign body of right forearm, initial encounter"
S51.822,Laceration with foreign body of left forearm
S51.822A,"Laceration with foreign body of left forearm, initial encounter"
S51.829A,"Laceration with foreign body of unspecified forearm, initial encounter"
S51.832,Puncture wound without foreign body of left forearm
S51.839A,"Puncture wound without foreign body of unspecified forearm, initial encounter"
S51.84,Puncture wound with foreign body of forearm
S51.841,Puncture wound with foreign body of right forearm
S51.842,Puncture wound with foreign body of left forearm
S51.849,Puncture wound with foreign body of unspecified forearm
S51.85,Open bite of forearm
S51.851,Open bite of right forearm
S51.851A,"Open bite of right forearm, initial encounter"
S51.852,Open bite of left forearm
S51.852A,"Open bite of left forearm, initial encounter"
S51.859,Open bite of unspecified forearm
S51.859A,"Open bite of unspecified forearm, initial encounter"
S52,Fracture of forearm
S52.001A,"Unspecified fracture of upper end of right ulna, initial encounter for closed fracture"
S52.002A,"Unspecified fracture of upper end of left ulna, initial encounter for closed fracture"
S52.022A,"Displaced fracture of olecranon process without intraarticular extension of left ulna, initial encounter for closed fracture"
S52.023A,"Displaced fracture of olecranon process without intraarticular extension of unspecified ulna, initial encounter for closed fracture"
S52.101,Unspecified fracture of upper end of right radius
S52.123,Displaced fracture of head of unspecified radius
S52.131,Displaced fracture of neck of right radius
S52.2,Fracture of shaft of ulna
S52.20,Unspecified fracture of shaft of ulna
S52.201A,"Unspecified fracture of shaft of right ulna, initial encounter for closed fracture"
S52.201B,"Unspecified fracture of shaft of right ulna, initial encounter for open fracture type I or II"
S52.202,Unspecified fracture of shaft of left ulna
S52.202A,"Unspecified fracture of shaft of left ulna, initial encounter for closed fracture"
S52.209A,"Unspecified fracture of shaft of unspecified ulna, initial encounter for closed fracture"
S52.211,Greenstick fracture of shaft of right ulna
S52.211A,"Greenstick fracture of shaft of right ulna, initial encounter for closed fracture"
S52.252,"Displaced comminuted fracture of shaft of ulna, left arm"
S52.29,Other fracture of shaft of ulna
S52.3,Fracture of shaft of radius
S52.30,Unspecified fracture of shaft of radius
S52.301A,"Unspecified fracture of shaft of right radius, initial encounter for closed fracture"
S52.302,Unspecified fracture of shaft of left radius
S52.331F,"Displaced oblique fracture of shaft of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S52.35,Comminuted fracture of shaft of radius
S52.352,"Displaced comminuted fracture of shaft of radius, left arm"
S52.39,Other fracture of shaft of radius
S52.399,"Other fracture of shaft of radius, unspecified arm"
S52.50,Unspecified fracture of the lower end of radius
S52.501A,"Unspecified fracture of the lower end of right radius, initial encounter for closed fracture"
S52.502,Unspecified fracture of the lower end of left radius
S52.502A,"Unspecified fracture of the lower end of left radius, initial encounter for closed fracture"
S52.509A,"Unspecified fracture of the lower end of unspecified radius, initial encounter for closed fracture"
S52.531,Colles' fracture of right radius
S52.531A,"Colles' fracture of right radius, initial encounter for closed fracture"
S52.531S,"Colles' fracture of right radius, sequela"
S52.532A,"Colles' fracture of left radius, initial encounter for closed fracture"
S52.561,Barton's fracture of right radius
S52.60,Unspecified fracture of lower end of ulna
S52.601,Unspecified fracture of lower end of right ulna
S52.9,Unspecified fracture of forearm
S52.90,Unspecified fracture of unspecified forearm
S52.90XA,"Unspecified fracture of unspecified forearm, initial encounter for closed fracture"
S52.90XB,"Unspecified fracture of unspecified forearm, initial encounter for open fracture type I or II"
S52.91,Unspecified fracture of right forearm
S52.91XA,"Unspecified fracture of right forearm, initial encounter for closed fracture"
S52.91XB,"Unspecified fracture of right forearm, initial encounter for open fracture type I or II"
S52.92,Unspecified fracture of left forearm
S52.92XA,"Unspecified fracture of left forearm, initial encounter for closed fracture"
S52.92XB,"Unspecified fracture of left forearm, initial encounter for open fracture type I or II"
S52.92XS,"Unspecified fracture of left forearm, sequela"
S53,Dislocation and sprain of joints and ligaments of elbow
S53.002A,"Unspecified subluxation of left radial head, initial encounter"
S53.004A,"Unspecified dislocation of right radial head, initial encounter"
S53.005A,"Unspecified dislocation of left radial head, initial encounter"
S53.006,Unspecified dislocation of unspecified radial head
S53.006A,"Unspecified dislocation of unspecified radial head, initial encounter"
S53.016,Anterior dislocation of unspecified radial head
S53.031,"Nursemaid's elbow, right elbow"
S53.104A,"Unspecified dislocation of right ulnohumeral joint, initial encounter"
S53.105A,"Unspecified dislocation of left ulnohumeral joint, initial encounter"
S53.106A,"Unspecified dislocation of unspecified ulnohumeral joint, initial encounter"
S53.196A,"Other dislocation of unspecified ulnohumeral joint, initial encounter"
S53.409A,"Unspecified sprain of unspecified elbow, initial encounter"
S54.8X1,"Injury of other nerves at forearm level, right arm"
S55.01,Laceration of ulnar artery at forearm level
S55.21,Laceration of vein at forearm level
S55.211,"Laceration of vein at forearm level, right arm"
S55.219D,"Laceration of vein at forearm level, unspecified arm, subsequent encounter"
S55.81,Laceration of other blood vessels at forearm level
S55.811,"Laceration of other blood vessels at forearm level, right arm"
S55.812,"Laceration of other blood vessels at forearm level, left arm"
S55.819,"Laceration of other blood vessels at forearm level, unspecified arm"
S55.91,Laceration of unspecified blood vessel at forearm level
S55.911,"Laceration of unspecified blood vessel at forearm level, right arm"
S55.912,"Laceration of unspecified blood vessel at forearm level, left arm"
S55.919,"Laceration of unspecified blood vessel at forearm level, unspecified arm"
S56.124,"Laceration of flexor muscle, fascia and tendon of left middle finger at forearm level"
S56.491D,"Other injury of extensor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter"
S56.592,"Other injury of other extensor muscle, fascia and tendon at forearm level, left arm"
S56.80,"Unspecified injury of other muscles, fascia and tendons at forearm level"
S56.821,"Laceration of other muscles, fascia and tendons at forearm level, right arm"
S56.822,"Laceration of other muscles, fascia and tendons at forearm level, left arm"
S56.901A,"Unspecified injury of unspecified muscles, fascia and tendons at forearm level, right arm, initial encounter"
S56.919A,"Strain of unspecified muscles, fascia and tendons at forearm level, unspecified arm, initial encounter"
S56.921,"Laceration of unspecified muscles, fascia and tendons at forearm level, right arm"
S56.921A,"Laceration of unspecified muscles, fascia and tendons at forearm level, right arm, initial encounter"
S56.922A,"Laceration of unspecified muscles, fascia and tendons at forearm level, left arm, initial encounter"
S56.991,"Other injury of unspecified muscles, fascia and tendons at forearm level, right arm"
S57.00XA,"Crushing injury of unspecified elbow, initial encounter"
S57.01,Crushing injury of right elbow
S57.02,Crushing injury of left elbow
S57.02XA,"Crushing injury of left elbow, initial encounter"
S57.80,Crushing injury of unspecified forearm
S57.81,Crushing injury of right forearm
S58.012A,"Complete traumatic amputation at elbow level, left arm, initial encounter"
S58.019,"Complete traumatic amputation at elbow level, unspecified arm"
S58.019A,"Complete traumatic amputation at elbow level, unspecified arm, initial encounter"
S58.11,Complete traumatic amputation at level between elbow and wrist
S58.122,"Partial traumatic amputation at level between elbow and wrist, left arm"
S58.919A,"Complete traumatic amputation of unspecified forearm, level unspecified, initial encounter"
S59,Other and unspecified injuries of elbow and forearm
S59.00,Unspecified physeal fracture of lower end of ulna
S59.109A,"Unspecified physeal fracture of upper end of radius, unspecified arm, initial encounter for closed fracture"
S59.20,Unspecified physeal fracture of lower end of radius
S59.80,Other specified injuries of elbow
S59.802A,"Other specified injuries of left elbow, initial encounter"
S59.809A,"Other specified injuries of unspecified elbow, initial encounter"
S59.811,Other specified injuries right forearm
S59.811A,"Other specified injuries right forearm, initial encounter"
S59.812,Other specified injuries left forearm
S59.812A,"Other specified injuries left forearm, initial encounter"
S59.819A,"Other specified injuries unspecified forearm, initial encounter"
S59.9,Unspecified injury of elbow and forearm
S59.90,Unspecified injury of elbow
S59.901,Unspecified injury of right elbow
S59.901A,"Unspecified injury of right elbow, initial encounter"
S59.902,Unspecified injury of left elbow
S59.902A,"Unspecified injury of left elbow, initial encounter"
S59.909,Unspecified injury of unspecified elbow
S59.909A,"Unspecified injury of unspecified elbow, initial encounter"
S59.909D,"Unspecified injury of unspecified elbow, subsequent encounter"
S59.909S,"Unspecified injury of unspecified elbow, sequela"
S59.91,Unspecified injury of forearm
S59.911,Unspecified injury of right forearm
S59.911A,"Unspecified injury of right forearm, initial encounter"
S59.911S,"Unspecified injury of right forearm, sequela"
S59.912,Unspecified injury of left forearm
S59.912A,"Unspecified injury of left forearm, initial encounter"
S59.912S,"Unspecified injury of left forearm, sequela"
S59.919,Unspecified injury of unspecified forearm
S59.919A,"Unspecified injury of unspecified forearm, initial encounter"
S59.919D,"Unspecified injury of unspecified forearm, subsequent encounter"
S59.919S,"Unspecified injury of unspecified forearm, sequela"
S60,"Superficial injury of wrist, hand and fingers"
S60.00XA,"Contusion of unspecified finger without damage to nail, initial encounter"
S60.021D,"Contusion of right index finger without damage to nail, subsequent encounter"
S60.12,Contusion of index finger with damage to nail
S60.21,Contusion of wrist
S60.211,Contusion of right wrist
S60.211A,"Contusion of right wrist, initial encounter"
S60.212,Contusion of left wrist
S60.212A,"Contusion of left wrist, initial encounter"
S60.219A,"Contusion of unspecified wrist, initial encounter"
S60.22,Contusion of hand
S60.221,Contusion of right hand
S60.221A,"Contusion of right hand, initial encounter"
S60.222,Contusion of left hand
S60.222A,"Contusion of left hand, initial encounter"
S60.229A,"Contusion of unspecified hand, initial encounter"
S60.31,Abrasion of thumb
S60.312,Abrasion of left thumb
S60.319,Abrasion of unspecified thumb
S60.319A,"Abrasion of unspecified thumb, initial encounter"
S60.372,Other superficial bite of left thumb
S60.379,Other superficial bite of unspecified thumb
S60.4,Other superficial injuries of other fingers
S60.41,Abrasion of fingers
S60.411,Abrasion of left index finger
S60.412,Abrasion of right middle finger
S60.418D,"Abrasion of other finger, subsequent encounter"
S60.419,Abrasion of unspecified finger
S60.419A,"Abrasion of unspecified finger, initial encounter"
