eSituation_10,DiagnosisCodeDescr
S62.91XB,"Unspecified fracture of right wrist and hand, initial encounter for open fracture"
S62.92,Unspecified fracture of left wrist and hand
S62.92XA,"Unspecified fracture of left wrist and hand, initial encounter for closed fracture"
S62.92XB,"Unspecified fracture of left wrist and hand, initial encounter for open fracture"
S63.004,Unspecified dislocation of right wrist and hand
S63.004A,"Unspecified dislocation of right wrist and hand, initial encounter"
S63.005,Unspecified dislocation of left wrist and hand
S63.005A,"Unspecified dislocation of left wrist and hand, initial encounter"
S63.006A,"Unspecified dislocation of unspecified wrist and hand, initial encounter"
S63.104A,"Unspecified dislocation of right thumb, initial encounter"
S63.105A,"Unspecified dislocation of left thumb, initial encounter"
S63.106A,"Unspecified dislocation of unspecified thumb, initial encounter"
S63.2,Subluxation and dislocation of other finger(s)
S63.250A,"Unspecified dislocation of right index finger, initial encounter"
S63.251A,"Unspecified dislocation of left index finger, initial encounter"
S63.252A,"Unspecified dislocation of right middle finger, initial encounter"
S63.253A,"Unspecified dislocation of left middle finger, initial encounter"
S63.254A,"Unspecified dislocation of right ring finger, initial encounter"
S63.255A,"Unspecified dislocation of left ring finger, initial encounter"
S63.256A,"Unspecified dislocation of right little finger, initial encounter"
S63.257,Unspecified dislocation of left little finger
S63.257A,"Unspecified dislocation of left little finger, initial encounter"
S63.282,Dislocation of proximal interphalangeal joint of right middle finger
S63.284,Dislocation of proximal interphalangeal joint of right ring finger
S63.290,Dislocation of distal interphalangeal joint of right index finger
S63.292,Dislocation of distal interphalangeal joint of right middle finger
S63.297,Dislocation of distal interphalangeal joint of left little finger
S63.299,Dislocation of distal interphalangeal joint of unspecified finger
S63.8X1,Sprain of other part of right wrist and hand
S63.8X2,Sprain of other part of left wrist and hand
S64.12,Injury of median nerve at wrist and hand level of left arm
S64.92,Injury of unspecified nerve at wrist and hand level of left arm
S65,Injury of blood vessels at wrist and hand level
S65.500,Unspecified injury of blood vessel of right index finger
S65.514,Laceration of blood vessel of right ring finger
S65.811,Laceration of other blood vessels at wrist and hand level of right arm
S65.812,Laceration of other blood vessels at wrist and hand level of left arm
S65.911,Laceration of unspecified blood vessel at wrist and hand level of right arm
S66.2,"Injury of extensor muscle, fascia and tendon of thumb at wrist and hand level"
S66.521,"Laceration of intrinsic muscle, fascia and tendon of left index finger at wrist and hand level"
S66.821,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, right hand"
S66.822A,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, left hand, initial encounter"
S67.0,Crushing injury of thumb
S67.01XA,"Crushing injury of right thumb, initial encounter"
S67.02XA,"Crushing injury of left thumb, initial encounter"
S67.10,Crushing injury of unspecified finger(s)
S67.190A,"Crushing injury of right index finger, initial encounter"
S67.191A,"Crushing injury of left index finger, initial encounter"
S67.192A,"Crushing injury of right middle finger, initial encounter"
S67.193A,"Crushing injury of left middle finger, initial encounter"
S67.194A,"Crushing injury of right ring finger, initial encounter"
S67.195A,"Crushing injury of left ring finger, initial encounter"
S67.196A,"Crushing injury of right little finger, initial encounter"
S67.197A,"Crushing injury of left little finger, initial encounter"
S67.2,Crushing injury of hand
S67.20,Crushing injury of unspecified hand
S67.21,Crushing injury of right hand
S67.21XA,"Crushing injury of right hand, initial encounter"
S67.22,Crushing injury of left hand
S67.22XA,"Crushing injury of left hand, initial encounter"
S67.3,Crushing injury of wrist
S67.31XA,"Crushing injury of right wrist, initial encounter"
S67.32XA,"Crushing injury of left wrist, initial encounter"
S67.42,Crushing injury of left wrist and hand
S67.90,"Crushing injury of unspecified part(s) of unspecified wrist, hand and fingers"
S68.011A,"Complete traumatic metacarpophalangeal amputation of right thumb, initial encounter"
S68.012A,"Complete traumatic metacarpophalangeal amputation of left thumb, initial encounter"
S68.021A,"Partial traumatic metacarpophalangeal amputation of right thumb, initial encounter"
S68.022A,"Partial traumatic metacarpophalangeal amputation of left thumb, initial encounter"
S68.110A,"Complete traumatic metacarpophalangeal amputation of right index finger, initial encounter"
S68.111,Complete traumatic metacarpophalangeal amputation of left index finger
S68.111A,"Complete traumatic metacarpophalangeal amputation of left index finger, initial encounter"
S68.112,Complete traumatic metacarpophalangeal amputation of right middle finger
S68.112A,"Complete traumatic metacarpophalangeal amputation of right middle finger, initial encounter"
S68.113,Complete traumatic metacarpophalangeal amputation of left middle finger
S68.113A,"Complete traumatic metacarpophalangeal amputation of left middle finger, initial encounter"
S68.114A,"Complete traumatic metacarpophalangeal amputation of right ring finger, initial encounter"
S68.115,Complete traumatic metacarpophalangeal amputation of left ring finger
S68.115A,"Complete traumatic metacarpophalangeal amputation of left ring finger, initial encounter"
S68.116A,"Complete traumatic metacarpophalangeal amputation of right little finger, initial encounter"
S68.117A,"Complete traumatic metacarpophalangeal amputation of left little finger, initial encounter"
S68.120A,"Partial traumatic metacarpophalangeal amputation of right index finger, initial encounter"
S68.121A,"Partial traumatic metacarpophalangeal amputation of left index finger, initial encounter"
S68.122A,"Partial traumatic metacarpophalangeal amputation of right middle finger, initial encounter"
S68.123A,"Partial traumatic metacarpophalangeal amputation of left middle finger, initial encounter"
S68.124A,"Partial traumatic metacarpophalangeal amputation of right ring finger, initial encounter"
S68.125A,"Partial traumatic metacarpophalangeal amputation of left ring finger, initial encounter"
S68.126A,"Partial traumatic metacarpophalangeal amputation of right little finger, initial encounter"
S68.127A,"Partial traumatic metacarpophalangeal amputation of left little finger, initial encounter"
S68.411A,"Complete traumatic amputation of right hand at wrist level, initial encounter"
S68.412A,"Complete traumatic amputation of left hand at wrist level, initial encounter"
S68.421A,"Partial traumatic amputation of right hand at wrist level, initial encounter"
S68.422A,"Partial traumatic amputation of left hand at wrist level, initial encounter"
S68.61,Complete traumatic transphalangeal amputation of other and unspecified finger(s)
S68.610,Complete traumatic transphalangeal amputation of right index finger
S69.9,"Unspecified injury of wrist, hand and finger(s)"
S69.90,"Unspecified injury of unspecified wrist, hand and finger(s)"
S69.90XA,"Unspecified injury of unspecified wrist, hand and finger(s), initial encounter"
S69.91,"Unspecified injury of right wrist, hand and finger(s)"
S69.91XA,"Unspecified injury of right wrist, hand and finger(s), initial encounter"
S69.92,"Unspecified injury of left wrist, hand and finger(s)"
S69.92XA,"Unspecified injury of left wrist, hand and finger(s), initial encounter"
S70,Superficial injury of hip and thigh
S70.0,Contusion of hip
S70.00,Contusion of unspecified hip
S70.00XA,"Contusion of unspecified hip, initial encounter"
S70.01XA,"Contusion of right hip, initial encounter"
S70.02,Contusion of left hip
S70.02XA,"Contusion of left hip, initial encounter"
S70.1,Contusion of thigh
S70.10,Contusion of unspecified thigh
S70.11,Contusion of right thigh
S70.11XA,"Contusion of right thigh, initial encounter"
S70.12,Contusion of left thigh
S70.12XA,"Contusion of left thigh, initial encounter"
S70.21,Abrasion of hip
S70.211A,"Abrasion, right hip, initial encounter"
S70.212A,"Abrasion, left hip, initial encounter"
S70.219,"Abrasion, unspecified hip"
S70.31,Abrasion of thigh
S70.311A,"Abrasion, right thigh, initial encounter"
S70.312A,"Abrasion, left thigh, initial encounter"
S70.319,"Abrasion, unspecified thigh"
S70.321,"Blister (nonthermal), right thigh"
S70.37,Other superficial bite of thigh
S70.371,Other superficial bite of right thigh
S70.372,Other superficial bite of left thigh
S70.9,Unspecified superficial injury of hip and thigh
S70.919S,"Unspecified superficial injury of unspecified hip, sequela"
S70.922,Unspecified superficial injury of left thigh
S71,Open wound of hip and thigh
S71.0,Open wound of hip
S71.00,Unspecified open wound of hip
S71.001A,"Unspecified open wound, right hip, initial encounter"
S71.002A,"Unspecified open wound, left hip, initial encounter"
S71.009A,"Unspecified open wound, unspecified hip, initial encounter"
S71.1,Open wound of thigh
S71.10,Unspecified open wound of thigh
S71.101A,"Unspecified open wound, right thigh, initial encounter"
S71.102A,"Unspecified open wound, left thigh, initial encounter"
S71.109A,"Unspecified open wound, unspecified thigh, initial encounter"
S71.121A,"Laceration with foreign body, right thigh, initial encounter"
S71.122A,"Laceration with foreign body, left thigh, initial encounter"
S71.132,"Puncture wound without foreign body, left thigh"
S71.15,Open bite of thigh
S72,Fracture of femur
S72.00,Fracture of unspecified part of neck of femur
S72.001A,"Fracture of unspecified part of neck of right femur, initial encounter for closed fracture"
S72.009A,"Fracture of unspecified part of neck of unspecified femur, initial encounter for closed fracture"
S72.061,Displaced articular fracture of head of right femur
S72.30,Unspecified fracture of shaft of femur
S72.351,Displaced comminuted fracture of shaft of right femur
S72.352,Displaced comminuted fracture of shaft of left femur
S72.402A,"Unspecified fracture of lower end of left femur, initial encounter for closed fracture"
S72.8X1,Other fracture of right femur
S72.8X9,Other fracture of unspecified femur
S72.90,Unspecified fracture of unspecified femur
S72.90XA,"Unspecified fracture of unspecified femur, initial encounter for closed fracture"
S72.91XA,"Unspecified fracture of right femur, initial encounter for closed fracture"
S72.91XB,"Unspecified fracture of right femur, initial encounter for open fracture type I or II"
S72.92,Unspecified fracture of left femur
S72.92XA,"Unspecified fracture of left femur, initial encounter for closed fracture"
S72.92XB,"Unspecified fracture of left femur, initial encounter for open fracture type I or II"
S73.004A,"Unspecified dislocation of right hip, initial encounter"
S73.005A,"Unspecified dislocation of left hip, initial encounter"
